as_of,ticker,setup_name,direction,strength,spot_at_setup,ret_1d,ret_5d,correct_1d,correct_5d,vix_at_setup,vix_regime,weekly_trend,weekly_ribbon_agreement,pct_change_1w,pct_change_4w,composite_score,grade,cat_technical,cat_vol_vix,cat_catalyst,cat_macro_breadth,cat_liquidity
2026-05-11,SPY,compression_breakout,bullish,0.9921,739.3,-0.001515,-0.000879,False,False,18.38,neutral,up,True,0.029651,0.07754,66.37,B,8.968,7.802,2.0,6.25,6.036
2026-05-11,IWM,compression_breakout,bullish,0.9286,285.33,-0.009673,-0.032804,False,False,18.38,neutral,up,True,0.02681,0.076433,66.04,B,8.833,7.802,2.0,6.25,6.036
2026-05-11,DIA,compression_breakout,bullish,0.9206,497.11,0.001569,-0.000201,True,False,18.38,neutral,up,True,0.015422,0.03107,65.24,B,8.515,7.802,2.0,6.25,6.036
2026-05-11,DIA,pullback_in_trend,bullish,0.9493,497.11,0.001569,-0.000201,True,False,18.38,neutral,up,True,0.015422,0.03107,61.88,B,7.172,7.802,2.0,6.25,6.036
2026-05-11,XLF,stage_2_breakout,bearish,0.1357,51.18,0.007816,0.010942,False,False,18.38,neutral,flat,False,-0.007755,-0.009292,54.14,F,5.276,7.802,2.0,4.25,6.036
2026-05-11,XLV,compression_breakout,bearish,0.8968,143.04,0.019645,0.018736,False,False,18.38,neutral,down,True,-0.011677,-0.033318,61.42,B,8.038,7.802,2.0,4.5,6.036
2026-05-11,XLV,pullback_in_trend,bearish,0.9488,143.04,0.019645,0.018736,False,False,18.38,neutral,down,True,-0.011677,-0.033318,58.18,F,6.742,7.802,2.0,4.5,6.036
2026-05-11,XLI,pullback_in_trend,bullish,0.962,175.04,-0.003942,-0.024509,False,False,18.38,neutral,up,True,0.023745,0.013373,62.78,B,7.08,7.802,2.0,7.0,6.036
2026-05-11,XLP,pullback_in_trend,bullish,0.9977,83.37,0.012834,0.030347,True,True,18.38,neutral,flat,True,-0.002035,0.022318,61.98,B,7.211,7.802,2.0,6.25,6.036
2026-05-11,XLY,pullback_in_trend,bullish,0.9613,119.37,-0.009048,-0.025551,False,False,18.38,neutral,up,True,0.014016,0.047841,62.97,B,7.308,7.802,2.0,6.75,6.036
2026-05-11,XLB,pullback_in_trend,bullish,0.9606,52.26,-0.002296,-0.039036,False,False,18.38,neutral,up,True,0.031787,0.001341,62.94,B,6.997,7.802,2.0,7.25,6.036
2026-05-11,XLB,stage_2_breakout,bullish,0.7628,52.26,-0.002296,-0.039036,False,False,18.38,neutral,up,True,0.031787,0.001341,64.46,B,7.601,7.802,2.0,7.25,6.036
2026-05-11,XLRE,pullback_in_trend,bullish,0.9456,44.57,0.000224,-0.018398,True,False,18.38,neutral,up,True,0.011116,0.03603,62.32,B,7.198,7.802,2.0,6.5,6.036
2026-05-11,XLC,pullback_in_trend,bullish,0.9843,115.58,0.002423,0.012113,True,True,18.38,neutral,flat,True,-0.004479,0.006619,61.28,B,7.079,7.802,2.0,6.0,6.036
2026-05-11,COST,compression_breakout,bullish,0.9683,999.47,0.022422,0.077041,True,True,18.38,neutral,down,True,-0.013152,0.018984,65.28,B,8.53,7.802,2.0,6.25,6.036
2026-05-12,SPY,compression_breakout,bullish,0.9921,738.18,0.005595,-0.006028,True,False,17.99,neutral,up,True,0.01991,0.062955,66.24,B,8.871,7.848,2.0,6.25,6.036
2026-05-12,SPY,pullback_in_trend,bullish,0.8733,738.18,0.005595,-0.006028,True,False,17.99,neutral,up,True,0.01991,0.062955,62.15,B,7.233,7.848,2.0,6.25,6.036
2026-05-12,IWM,pullback_in_trend,bullish,0.9441,282.57,0.000354,-0.033868,True,False,17.99,neutral,up,True,3.5e-05,0.051541,62.32,B,7.301,7.848,2.0,6.25,6.036
2026-05-12,DIA,compression_breakout,bullish,0.9206,497.89,-0.001506,-0.007853,False,False,17.99,neutral,up,True,0.010001,0.025541,65.26,B,8.478,7.848,2.0,6.25,6.036
2026-05-12,DIA,failed_breakdown_reversal,bearish,1.0,497.89,-0.001506,-0.007853,True,True,17.99,neutral,up,True,0.010001,0.025541,59.41,F,7.637,7.848,2.0,3.75,6.036
2026-05-12,XLI,compression_breakout,bullish,0.9921,174.35,-0.004187,-0.032177,False,False,17.99,neutral,up,True,0.011252,0.005769,66.42,B,8.489,7.848,2.0,7.0,6.036
2026-05-12,XLI,pullback_in_trend,bullish,0.9738,174.35,-0.004187,-0.032177,False,False,17.99,neutral,up,True,0.011252,0.005769,62.82,B,7.053,7.848,2.0,7.0,6.036
2026-05-12,XLY,pullback_in_trend,bullish,0.9864,118.29,0.003635,-0.027559,True,False,17.99,neutral,flat,True,0.001863,0.015888,61.18,B,7.145,7.848,2.0,5.75,6.036
2026-05-12,XLB,compression_breakout,bullish,0.9841,52.14,-0.001534,-0.059455,False,False,17.99,neutral,flat,True,0.011838,0.0025,66.7,B,8.452,7.848,2.0,7.25,6.036
2026-05-12,XLRE,pullback_in_trend,bullish,0.9489,44.58,-0.0083,-0.014356,False,False,17.99,neutral,up,True,0.009282,0.026479,62.67,B,7.141,7.848,2.0,6.75,6.036
2026-05-12,AMZN,pullback_in_trend,bullish,0.9581,265.82,0.016214,-0.024377,True,False,17.99,neutral,up,True,-0.028258,0.067464,61.9,B,7.433,7.848,2.0,5.75,6.036
2026-05-13,IWM,compression_breakout,bullish,0.8175,282.67,0.006297,-0.009906,True,False,17.87,neutral,up,True,-0.0144,0.049297,65.16,B,8.43,7.853,2.0,6.25,6.036
2026-05-13,IWM,pullback_in_trend,bullish,0.9475,282.67,0.006297,-0.009906,True,False,17.87,neutral,up,True,-0.0144,0.049297,62.31,B,7.29,7.853,2.0,6.25,6.036
2026-05-13,DIA,compression_breakout,bullish,0.8968,497.14,0.007362,0.006236,True,True,17.87,neutral,up,True,-0.003827,0.025623,65.16,B,8.431,7.853,2.0,6.25,6.036
2026-05-13,DIA,pullback_in_trend,bullish,0.9569,497.14,0.007362,0.006236,True,True,17.87,neutral,up,True,-0.003827,0.025623,61.96,B,7.151,7.853,2.0,6.25,6.036
2026-05-13,XLF,stage_2_breakout,bearish,0.2629,50.99,0.005883,0.01314,False,False,17.87,neutral,down,False,-0.016397,-0.022618,55.06,F,5.442,7.853,2.0,4.5,6.036
2026-05-13,XLI,compression_breakout,bullish,0.9841,173.62,0.005126,-0.016646,True,False,17.87,neutral,up,True,-0.018375,0.014254,63.9,B,8.53,7.853,2.0,5.25,6.036
2026-05-13,XLI,pullback_in_trend,bullish,0.9849,173.62,0.005126,-0.016646,True,False,17.87,neutral,up,True,-0.018375,0.014254,60.41,B,7.131,7.853,2.0,5.25,6.036
2026-05-13,XLP,compression_breakout,bullish,0.9921,84.72,0.003069,0.009443,True,True,17.87,neutral,up,True,0.005698,0.045152,66.71,B,8.752,7.853,2.0,6.75,6.036
2026-05-13,XLP,pullback_in_trend,bullish,0.9573,84.72,0.003069,0.009443,True,True,17.87,neutral,up,True,0.005698,0.045152,63.04,B,7.282,7.853,2.0,6.75,6.036
2026-05-13,XLY,pullback_in_trend,bullish,0.9789,118.72,-0.000421,-0.00657,False,False,17.87,neutral,flat,True,-0.009594,0.004569,61.34,B,7.055,7.853,2.0,6.0,6.036
2026-05-13,XLB,compression_breakout,bullish,0.9841,52.06,-0.007491,-0.044948,False,False,17.87,neutral,flat,True,-0.006678,0.013235,65.39,B,8.523,7.853,2.0,6.25,6.036
2026-05-13,XLB,pullback_in_trend,bullish,0.9753,52.06,-0.007491,-0.044948,False,False,17.87,neutral,flat,True,-0.006678,0.013235,61.84,B,7.106,7.853,2.0,6.25,6.036
2026-05-13,XLRE,pullback_in_trend,bullish,0.9794,44.21,-0.006786,0.004976,False,True,17.87,neutral,up,True,-0.011846,0.018429,61.2,B,7.148,7.853,2.0,5.75,6.036
2026-05-13,XLC,pullback_in_trend,bullish,0.9807,116.76,0.002998,-0.005653,True,False,17.87,neutral,up,True,-0.005028,-0.005112,61.94,B,6.994,7.853,2.0,6.5,6.036
2026-05-13,GOOGL,pullback_in_trend,bullish,0.8573,402.62,-0.00385,-0.034052,False,False,17.87,neutral,up,True,0.011506,0.194293,64.65,B,8.077,7.853,2.0,6.5,6.036
2026-05-13,AMZN,pullback_in_trend,bullish,0.938,270.13,-0.010773,-0.018954,False,False,17.87,neutral,up,True,-0.017673,0.087042,62.51,B,7.523,7.853,2.0,6.0,6.036
2026-05-13,META,pullback_in_trend,bearish,0.9803,616.63,0.002919,-0.018763,False,True,17.87,neutral,down,True,0.006119,-0.081822,56.16,F,6.482,7.853,2.0,3.5,6.036
2026-05-13,COST,pullback_in_trend,bullish,0.9461,1033.08,0.007908,0.039619,True,True,17.87,neutral,up,True,0.037489,0.049078,63.04,B,7.286,7.853,2.0,6.75,6.036
2026-05-13,UNH,compression_breakout,bullish,0.8095,401.16,-0.00516,-0.044521,False,False,17.87,neutral,up,True,0.092246,0.277376,68.75,B,9.419,7.853,2.0,7.0,6.036
2026-05-14,IWM,compression_breakout,bullish,0.8095,284.45,-0.024082,-0.006891,False,False,17.26,neutral,up,True,0.007759,0.053714,65.24,B,8.444,7.875,2.0,6.25,6.036
2026-05-14,IWM,pullback_in_trend,bullish,0.9366,284.45,-0.024082,-0.006891,False,False,17.26,neutral,up,True,0.007759,0.053714,62.38,B,7.298,7.875,2.0,6.25,6.036
2026-05-14,XLF,stage_2_breakout,bearish,0.0509,51.29,-0.003704,0.008579,True,False,17.26,neutral,flat,False,-0.005044,-0.014223,54.19,F,5.074,7.875,2.0,4.5,6.036
2026-05-14,XLI,compression_breakout,bullish,0.9762,174.51,-0.017821,-0.022807,False,False,17.26,neutral,up,True,0.002931,0.024541,65.59,B,8.583,7.875,2.0,6.25,6.036
2026-05-14,XLI,pullback_in_trend,bullish,0.9743,174.51,-0.017821,-0.022807,False,False,17.26,neutral,up,True,0.002931,0.024541,62.08,B,7.179,7.875,2.0,6.25,6.036
2026-05-14,XLP,compression_breakout,bullish,0.9921,84.98,-0.004001,-0.003766,False,False,17.26,neutral,up,True,0.011908,0.043596,66.74,B,8.742,7.875,2.0,6.75,6.036
2026-05-14,XLP,pullback_in_trend,bullish,0.9508,84.98,-0.004001,-0.003766,False,False,17.26,neutral,up,True,0.011908,0.043596,63.03,B,7.259,7.875,2.0,6.75,6.036
2026-05-14,XLY,pullback_in_trend,bullish,0.9813,118.67,-0.018033,0.000253,False,True,17.26,neutral,flat,True,-0.010093,0.008841,60.36,B,7.088,7.875,2.0,5.25,6.036
2026-05-14,XLB,compression_breakout,bullish,0.9841,51.67,-0.026514,-0.031933,False,False,17.26,neutral,flat,True,0.005253,-0.001546,65.57,B,8.425,7.875,2.0,6.5,6.036
2026-05-14,XLB,pullback_in_trend,bullish,0.9958,51.67,-0.026514,-0.031933,False,False,17.26,neutral,flat,True,0.005253,-0.001546,62.13,B,7.048,7.875,2.0,6.5,6.036
2026-05-14,XLRE,pullback_in_trend,bullish,0.9982,43.91,-0.015486,0.013437,False,True,17.26,neutral,flat,True,-0.011036,0.002283,59.96,F,7.078,7.875,2.0,5.0,6.036
2026-05-14,XLC,pullback_in_trend,bullish,0.9724,117.11,-0.008795,-0.008624,False,False,17.26,neutral,up,True,-0.0023,-0.014474,61.05,B,6.915,7.875,2.0,6.0,6.036
2026-05-14,AMZN,pullback_in_trend,bullish,0.9588,267.22,-0.011526,0.00464,False,True,17.26,neutral,up,True,-0.014567,0.070164,61.26,B,7.452,7.875,2.0,5.25,6.036
2026-05-14,META,pullback_in_trend,bearish,0.9854,618.43,-0.006791,-0.017868,True,True,17.26,neutral,down,True,0.002626,-0.086339,56.91,F,6.462,7.875,2.0,4.0,6.036
2026-05-14,COST,compression_breakout,bullish,0.9524,1041.25,0.007395,0.008835,True,True,17.26,neutral,up,True,0.028842,0.05474,66.73,B,8.736,7.875,2.0,6.75,6.036
2026-05-14,UNH,compression_breakout,bullish,0.8333,399.09,-0.01313,-0.04162,False,False,17.26,neutral,up,True,0.07938,0.261346,68.93,B,9.467,7.875,2.0,7.0,6.036
2026-05-15,XLF,stage_2_breakout,bearish,0.1842,51.1,0.012525,0.016438,False,False,18.43,neutral,down,False,-0.002732,-0.025367,63.03,B,5.266,7.817,8.667,3.5,6.036
2026-05-15,XLI,pullback_in_trend,bullish,0.9832,171.4,-0.003792,0.002159,False,True,18.43,neutral,down,True,-0.010393,-0.012161,70.99,B+,6.952,7.817,8.667,6.0,6.036
2026-05-15,XLP,compression_breakout,bullish,0.9921,84.64,0.014887,0.00189,True,True,18.43,neutral,up,True,0.005464,0.026437,76.68,B+,8.627,7.817,8.667,7.0,6.036
2026-05-15,XLP,pullback_in_trend,bullish,0.9667,84.64,0.014887,0.00189,True,True,18.43,neutral,up,True,0.005464,0.026437,73.06,B+,7.176,7.817,8.667,7.0,6.036
2026-05-15,XLU,pullback_in_trend,bearish,0.9074,43.87,0.001596,0.033736,False,False,18.43,neutral,down,False,-0.019007,-0.04961,64.87,B,5.551,7.817,8.667,4.25,6.036
2026-05-15,XLC,pullback_in_trend,bullish,0.9959,116.08,0.007753,-0.005341,True,False,18.43,neutral,flat,True,-0.007354,-0.025357,71.21,B+,6.889,7.817,8.667,6.25,6.036
2026-05-15,AMZN,pullback_in_trend,bullish,0.9802,264.14,0.002726,0.008253,True,True,18.43,neutral,flat,True,-0.031319,0.054199,70.59,B,7.388,7.817,8.667,5.0,6.036
2026-05-15,META,pullback_in_trend,bearish,0.9769,614.23,-0.004917,-0.006463,True,True,18.43,neutral,down,True,0.007546,-0.107937,66.12,B,6.354,7.817,8.667,3.75,6.036
2026-05-15,COST,compression_breakout,bullish,0.8968,1048.95,0.026236,-0.019744,True,False,18.43,neutral,up,True,0.03981,0.049065,76.58,B+,8.587,7.817,8.667,7.0,6.036
2026-05-18,SPY,compression_breakout,bullish,0.9206,738.65,-0.006661,0.016165,False,True,17.82,neutral,up,True,-0.000879,0.042231,75.61,B+,8.589,7.875,8.667,6.25,6.036
2026-05-18,SPY,pullback_in_trend,bullish,0.9201,738.65,-0.006661,0.016165,False,True,17.82,neutral,up,True,-0.000879,0.042231,72.11,B+,7.188,7.875,8.667,6.25,6.036
2026-05-18,DIA,compression_breakout,bullish,0.9921,497.01,-0.006096,0.016579,False,True,17.82,neutral,flat,True,-0.000201,0.005422,75.35,B+,8.487,7.875,8.667,6.25,6.036
2026-05-18,XLP,pullback_in_trend,bullish,0.9276,85.9,0.002212,-0.026426,True,False,17.82,neutral,up,True,0.030347,0.042602,73.65,B+,7.206,7.875,8.667,7.25,6.036
2026-05-18,XLB,compression_breakout,bearish,0.873,50.22,-0.023497,0.015333,True,False,17.82,neutral,down,False,-0.039036,-0.038484,69.65,B,6.956,7.875,8.667,5.0,6.036
2026-05-18,XLC,stage_2_breakout,bullish,0.4295,116.98,-0.00966,-0.012224,False,False,17.82,neutral,flat,True,0.012113,-0.014905,71.95,B+,6.826,7.875,8.667,6.75,6.036
2026-05-18,AMZN,pullback_in_trend,bullish,0.9778,264.86,-0.020841,0.001624,False,True,17.82,neutral,down,True,-0.015354,0.066779,71.68,B,7.467,7.875,8.667,5.5,6.036
2026-05-18,META,pullback_in_trend,bearish,0.9716,611.21,-0.014071,0.001849,True,False,17.82,neutral,flat,True,0.020623,-0.088984,65.68,B,6.417,7.875,8.667,3.25,6.036
2026-05-18,NVDA,pullback_in_trend,bullish,0.9418,222.32,-0.007692,-0.033555,False,False,17.82,neutral,up,True,0.013124,0.100267,72.81,B+,7.619,7.875,8.667,6.0,6.036
2026-05-18,TSLA,pullback_in_trend,bullish,0.9937,409.99,-0.014342,0.057562,False,True,17.82,neutral,up,False,-0.078674,0.04456,68.89,B,6.351,7.875,8.667,5.5,6.036
2026-05-18,V,pullback_in_trend,bullish,0.9271,332.64,-0.008207,-0.018519,False,False,17.82,neutral,up,False,0.027111,0.059566,70.3,B+,6.318,7.875,8.667,6.5,6.036
2026-05-18,UNH,pullback_in_trend,bullish,0.8994,391.13,-0.004832,-0.036484,False,False,17.82,neutral,up,True,0.017402,0.209132,75.76,B+,8.199,7.875,8.667,7.0,6.036
2026-05-18,AMD,pullback_in_trend,bullish,0.9257,420.99,-0.016485,0.196917,False,True,17.82,neutral,up,True,-0.082391,0.531151,74.39,B+,8.251,7.875,8.667,6.0,6.036
2026-05-19,XLF,stage_2_breakout,bearish,0.1841,51.1,0.010959,0.006262,False,False,18.06,neutral,down,False,-0.009306,-0.022945,63.2,B,5.282,7.868,8.667,3.5,6.036
2026-05-19,XLP,compression_breakout,bullish,0.9762,86.09,-0.006621,-0.01754,False,False,18.06,neutral,up,True,0.01954,0.051931,77.53,B+,8.765,7.868,8.667,7.25,6.036
2026-05-19,XLP,pullback_in_trend,bullish,0.9295,86.09,-0.006621,-0.01754,False,False,18.06,neutral,up,True,0.01954,0.051931,73.8,B+,7.272,7.868,8.667,7.25,6.036
2026-05-19,META,pullback_in_trend,bearish,0.9536,602.61,0.004066,0.054181,False,False,18.06,neutral,down,True,-0.000647,-0.099022,65.4,B,6.314,7.868,8.667,3.25,6.036
2026-05-19,NVDA,pullback_in_trend,bullish,0.9551,220.61,0.012964,-0.036308,True,False,18.06,neutral,up,True,-0.00077,0.103712,73.29,B+,7.668,7.868,8.667,6.25,6.036
2026-05-19,JPM,pullback_in_trend,bearish,0.9432,295.7,0.021238,0.012107,False,False,18.06,neutral,down,True,-0.03011,-0.055272,66.45,B,6.585,7.868,8.667,3.5,6.036
2026-05-19,AMD,pullback_in_trend,bullish,0.9458,414.05,0.080981,0.196812,True,True,18.06,neutral,up,True,-0.076379,0.455411,74.85,B+,8.292,7.868,8.667,6.25,6.036
2026-05-20,SPY,pullback_in_trend,bullish,0.9187,741.25,0.001983,0.01801,True,True,17.44,neutral,up,True,-0.001428,0.042238,72.1,B+,7.186,7.875,8.667,6.25,6.036
2026-05-20,QQQ,pullback_in_trend,bullish,0.8994,713.15,0.001907,0.03148,True,True,17.44,neutral,up,True,-0.002183,0.088596,72.77,B+,7.456,7.875,8.667,6.25,6.036
2026-05-20,DIA,failed_breakdown_reversal,bearish,1.0,500.24,0.005737,0.013613,False,False,17.44,neutral,up,True,0.006236,0.011076,69.24,B,7.541,7.875,8.667,3.75,6.036
2026-05-20,XLK,pullback_in_trend,bullish,0.8998,177.14,0.008242,0.054815,True,True,17.44,neutral,up,True,0.00164,0.120501,73.31,B+,7.67,7.875,8.667,6.25,6.036
2026-05-20,XLP,compression_breakout,bullish,0.9921,85.52,-0.010056,-0.012746,False,False,17.44,neutral,up,True,0.009443,0.04153,77.08,B+,8.728,7.875,8.667,7.0,6.036
2026-05-20,XLRE,pullback_in_trend,bullish,0.9619,44.43,0.001576,-0.00045,True,False,17.44,neutral,flat,True,0.004976,0.022319,72.73,B+,7.139,7.875,8.667,6.75,6.036
2026-05-20,GOOGL,pullback_in_trend,bullish,0.9552,388.91,-0.003214,0.003137,False,True,17.44,neutral,up,True,-0.034052,0.146145,73.26,B,7.951,7.875,8.667,5.75,6.036
2026-05-20,AMZN,pullback_in_trend,bullish,0.9784,265.01,0.013018,0.033923,True,True,17.44,neutral,down,True,-0.018954,0.03779,71.2,B,7.275,7.875,8.667,5.5,6.036
2026-05-20,TSLA,pullback_in_trend,bullish,0.9769,417.26,0.001414,0.059531,True,True,17.44,neutral,up,False,-0.062906,0.076772,69.34,B,6.532,7.875,8.667,5.5,6.036
2026-05-20,UNH,pullback_in_trend,bullish,0.9488,383.3,-0.002139,-0.002009,False,False,17.44,neutral,up,True,-0.044521,0.084239,73.32,B+,7.526,7.875,8.667,6.5,6.036
2026-05-21,SPY,pullback_in_trend,bullish,0.9189,742.72,0.003932,0.018527,True,True,16.76,neutral,up,True,-0.007284,0.048373,72.2,B+,7.227,7.875,8.667,6.25,6.036
2026-05-21,QQQ,pullback_in_trend,bullish,0.9034,714.51,0.004241,0.03331,True,True,16.76,neutral,up,True,-0.007335,0.09685,72.93,B+,7.519,7.875,8.667,6.25,6.036
2026-05-21,XLF,compression_breakout,bullish,0.9841,51.73,0.00406,-0.0029,True,False,16.76,neutral,flat,False,0.008579,-0.001351,73.45,B+,7.426,7.875,8.667,6.75,6.036
2026-05-21,XLRE,pullback_in_trend,bullish,0.9605,44.5,0.001348,-0.011461,True,False,16.76,neutral,flat,True,0.013437,0.012284,73.31,B+,7.07,7.875,8.667,7.25,6.036
2026-05-21,MSFT,compression_breakout,bullish,0.8016,419.09,-0.001241,0.074328,False,True,16.76,neutral,up,False,0.023594,0.008034,71.19,B,7.123,7.875,8.667,5.75,6.036
2026-05-21,GOOGL,pullback_in_trend,bullish,0.9639,387.66,-0.012098,-0.018883,False,False,16.76,neutral,up,True,-0.033436,0.143911,72.89,B,7.954,7.875,8.667,5.5,6.036
2026-05-21,AMZN,pullback_in_trend,bullish,0.9614,268.46,-0.007971,0.00812,False,True,16.76,neutral,flat,True,0.00464,0.052454,72.48,B+,7.339,7.875,8.667,6.25,6.036
2026-05-21,META,pullback_in_trend,bearish,0.9714,607.38,0.004742,0.041374,False,False,16.76,neutral,flat,True,-0.017868,-0.078541,67.72,B,6.486,7.875,8.667,4.5,6.036
2026-05-21,TSLA,pullback_in_trend,bullish,0.9773,417.85,0.019529,0.042934,True,True,16.76,neutral,up,False,-0.05741,0.118083,71.16,B+,6.808,7.875,8.667,6.25,6.036
2026-05-21,V,pullback_in_trend,bullish,0.9492,331.12,-0.006765,-0.014375,False,False,16.76,neutral,up,False,0.026665,0.072002,71.0,B+,6.445,7.875,8.667,6.75,6.036
2026-05-21,UNH,pullback_in_trend,bullish,0.9555,382.48,0.015661,-0.005674,True,False,16.76,neutral,up,True,-0.04162,0.078746,74.02,B+,7.503,7.875,8.667,7.0,6.036
2026-05-22,XLF,compression_breakout,bullish,0.9762,51.94,-0.001733,-0.009819,False,False,16.7,neutral,flat,False,0.016438,0.010113,72.85,B+,7.486,7.875,8.667,6.25,6.036
2026-05-22,XLF,pullback_in_trend,bullish,0.9729,51.94,-0.001733,-0.009819,False,False,16.7,neutral,flat,False,0.016438,0.010113,69.33,B,6.08,7.875,8.667,6.25,6.036
2026-05-22,XLP,compression_breakout,bullish,0.9762,84.8,-0.013797,-0.032665,False,False,16.7,neutral,up,True,0.00189,0.018863,74.75,B,8.545,7.875,8.667,5.75,6.036
2026-05-22,XLP,pullback_in_trend,bullish,0.9841,84.8,-0.013797,-0.032665,False,False,16.7,neutral,up,True,0.00189,0.018863,71.29,B,7.161,7.875,8.667,5.75,6.036
2026-05-22,XLY,pullback_in_trend,bullish,0.9681,119.18,0.002265,-0.008307,True,False,16.7,neutral,flat,True,0.022741,0.004128,72.09,B+,7.03,7.875,8.667,6.5,6.036
2026-05-22,XLRE,pullback_in_trend,bullish,0.9599,44.56,0.003366,-0.02895,True,False,16.7,neutral,up,True,0.030766,0.016655,73.0,B+,7.098,7.875,8.667,7.0,6.036
2026-05-22,XLRE,stage_2_breakout,bullish,0.9683,44.56,0.003366,-0.02895,True,False,16.7,neutral,up,True,0.030766,0.016655,75.55,B+,8.114,7.875,8.667,7.0,6.036
2026-05-22,MSFT,compression_breakout,bullish,0.873,418.57,-0.006068,0.100222,False,True,16.7,neutral,up,False,-0.00794,-0.014248,72.68,B+,7.118,7.875,8.667,6.75,6.036
2026-05-22,GOOGL,pullback_in_trend,bullish,0.9847,382.97,0.015432,-0.017234,True,False,16.7,neutral,down,True,-0.034805,0.111992,71.72,B,7.783,7.875,8.667,5.0,6.036
2026-05-22,AMZN,pullback_in_trend,bullish,0.976,266.32,-0.003868,-0.019,False,False,16.7,neutral,down,True,0.008253,0.008826,72.2,B+,7.078,7.875,8.667,6.5,6.036
2026-05-22,META,pullback_in_trend,bearish,0.9803,610.26,0.003408,-0.016042,False,True,16.7,neutral,flat,True,-0.006463,-0.095951,68.23,B,6.388,7.875,8.667,5.0,6.036
2026-05-22,NVDA,pullback_in_trend,bullish,0.9932,215.33,-0.002183,0.041936,False,True,16.7,neutral,up,True,-0.044337,0.033898,73.08,B+,7.279,7.875,8.667,6.75,6.036
2026-05-22,TSLA,pullback_in_trend,bullish,0.96,426.01,0.017793,-0.023779,True,False,16.7,neutral,up,False,0.008929,0.132102,71.68,B+,6.867,7.875,8.667,6.5,6.036
2026-05-22,JPM,stage_2_breakout,bullish,0.2092,306.38,0.001175,-0.031986,True,False,16.7,neutral,down,False,0.028777,-0.006163,67.74,B,5.444,7.875,8.667,6.25,6.036
2026-05-22,V,pullback_in_trend,bullish,0.9664,328.88,-0.007297,-0.018578,False,False,16.7,neutral,flat,False,0.009609,0.062892,70.18,B+,6.419,7.875,8.667,6.25,6.036
2026-05-22,COST,pullback_in_trend,bullish,0.9918,1028.24,-0.024615,-0.079874,False,False,16.7,neutral,up,True,-0.019744,0.016902,71.29,B,7.163,7.875,8.667,5.75,6.036
2026-05-22,UNH,pullback_in_trend,bullish,0.9347,388.47,-0.029887,-0.022164,False,False,16.7,neutral,up,True,-0.01366,0.094528,74.55,B+,7.566,7.875,8.667,7.25,6.036
2026-05-26,DIA,compression_breakout,bullish,0.9603,505.25,0.003226,0.017417,True,True,17.01,neutral,up,True,0.016579,0.027286,75.56,B+,8.569,7.875,8.667,6.25,6.036
2026-05-26,DIA,pullback_in_trend,bullish,0.9329,505.25,0.003226,0.017417,True,True,17.01,neutral,up,True,0.016579,0.027286,71.92,B+,7.114,7.875,8.667,6.25,6.036
2026-05-26,XLF,compression_breakout,bullish,0.9762,51.85,-0.008293,-0.007522,False,False,17.01,neutral,up,False,0.002126,0.000772,71.95,B,7.424,7.875,8.667,5.75,6.036
2026-05-26,XLF,pullback_in_trend,bullish,0.98,51.85,-0.008293,-0.007522,False,False,17.01,neutral,up,False,0.002126,0.000772,68.46,B,6.032,7.875,8.667,5.75,6.036
2026-05-26,XLI,stage_2_breakout,bullish,0.5961,174.3,0.0,-0.000631,False,False,17.01,neutral,up,False,0.020791,0.010376,70.33,B+,6.328,7.875,8.667,6.5,6.036
2026-05-26,XLP,pullback_in_trend,bullish,0.9772,83.63,0.01136,-0.021523,True,False,17.01,neutral,down,True,-0.026426,0.015667,70.45,B,7.126,7.875,8.667,5.25,6.036
2026-05-26,XLY,pullback_in_trend,bullish,0.9652,119.45,0.017581,-0.015571,True,False,17.01,neutral,down,True,0.026909,0.013663,72.98,B+,7.088,7.875,8.667,7.0,6.036
2026-05-26,XLB,stage_2_breakout,bullish,0.0888,50.99,0.003726,0.010394,True,True,17.01,neutral,down,False,0.015333,-0.015257,66.62,B,5.143,7.875,8.667,6.0,6.036
2026-05-26,XLRE,pullback_in_trend,bullish,0.9521,44.71,-0.001789,-0.027287,False,False,17.01,neutral,up,True,0.021943,0.028052,72.78,B+,7.158,7.875,8.667,6.75,6.036
2026-05-26,MSFT,compression_breakout,bullish,0.9048,416.03,-0.008076,0.060765,False,True,17.01,neutral,flat,False,-0.017732,-0.020691,73.86,B+,7.138,7.875,8.667,7.5,6.036
2026-05-26,GOOGL,pullback_in_trend,bullish,0.9622,388.88,-0.000129,-0.069507,False,False,17.01,neutral,down,True,-0.020305,0.110007,72.32,B,7.724,7.875,8.667,5.5,6.036
2026-05-26,AMZN,pullback_in_trend,bullish,0.9842,265.29,0.024728,-0.033058,True,False,17.01,neutral,down,True,0.001624,0.01597,73.11,B+,7.142,7.875,8.667,7.0,6.036
2026-05-26,META,pullback_in_trend,bearish,0.9869,612.34,0.03743,-0.024023,False,True,17.01,neutral,flat,True,0.001849,-0.097669,67.48,B,6.389,7.875,8.667,4.5,6.036
2026-05-26,JPM,stage_2_breakout,bullish,0.2336,306.74,-0.02432,-0.018843,False,False,17.01,neutral,up,False,0.019985,-0.015692,66.96,B,5.429,7.875,8.667,5.75,6.036
